,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
11,0.26368393898010256,0.012123721943044308,0.005670690536499023,0.0005525863694620207,0.1,0.1,3,1000,0.0,0.5,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 0.5, 'subsample': 1.0}",-0.4450632315332908,-0.42932136747456756,-0.34030568697711283,-0.7435875422967496,-0.26278700919353504,-0.4442129674950512,0.16343789036087045,8695
12,0.29299120903015136,0.009935654140053422,0.005708217620849609,0.0008738152879255368,0.1,0.1,3,1000,0.0,1.0,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.1}",-0.42766563518819306,-0.33867555189183984,-0.34663165796921525,-0.7400894782196837,-0.26545001097245585,-0.42370246684827756,0.16633085901709999,7515
13,0.301623010635376,0.016240943432872544,0.006214046478271484,0.0009339270863718145,0.1,0.1,3,1000,0.0,1.0,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.3}",-0.4460876947100701,-0.4361613773323722,-0.34309124897886245,-0.7099334617845657,-0.26917444612600305,-0.44088964578637474,0.14932152381661234,8472
14,0.313308572769165,0.016722588071556126,0.005458927154541016,0.0015439581217739074,0.1,0.1,3,1000,0.0,1.0,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.5}",-0.44679356127387043,-0.41422797405310635,-0.3370319153684556,-0.6730335609401353,-0.2678249073746982,-0.4277823838020532,0.13748842028770816,7741
15,0.2732572555541992,0.006949037195502537,0.004920434951782226,0.001087317536485926,0.1,0.1,3,1000,0.0,1.0,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 1.0}",-0.44520189852145287,-0.42782744445564147,-0.33921664336053914,-0.7452501298179114,-0.2626318765288126,-0.4440255985368715,0.16424894617127173,8679
16,0.3032115936279297,0.003027515158071565,0.005522346496582032,0.000769107540694226,0.1,0.1,3,1000,0.0,5.0,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 5, 'subsample': 0.1}",-0.4287682618309208,-0.31931851028460656,-0.34952901511743645,-0.7004750460626213,-0.26240504843872947,-0.4120991763468629,0.15386364719881293,7074
17,0.3058197021484375,0.023337822673997633,0.005103635787963867,0.001011251906073647,0.1,0.1,3,1000,0.0,5.0,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 5, 'subsample': 0.3}",-0.4410838405784038,-0.4153254857258732,-0.34397946136769997,-0.6964135959640454,-0.26586455532858716,-0.4325333877929219,0.14534254986147,8026
18,0.2982581615447998,0.01051148248580641,0.00535893440246582,0.0007670312322702513,0.1,0.1,3,1000,0.0,5.0,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 5, 'subsample': 0.5}",-0.4453204570026378,-0.3983010772376492,-0.336505883984057,-0.6773144633993081,-0.2665902129637443,-0.4248064189174793,0.13979486665831783,7573
19,0.26435093879699706,0.010978853385000358,0.005811071395874024,0.0003973827275135258,0.1,0.1,3,1000,0.0,5.0,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 5, 'subsample': 1.0}",-0.44442553760137726,-0.43062092202987023,-0.33813545399820305,-0.7474656727058229,-0.26206622077040787,-0.4445427614211363,0.16527330364914097,8726
20,0.29631290435791013,0.012654387873000448,0.005506038665771484,0.0007757717201906318,0.1,0.1,3,1000,0.0,10.0,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 10, 'subsample': 0.1}",-0.42332266824436265,-0.2915771793643695,-0.35186897127856936,-0.6787183383763347,-0.2603146902720553,-0.4011603695071383,0.14953609358846928,6749
21,0.2954916477203369,0.010627830159138698,0.006009578704833984,4.240902937766868e-06,0.1,0.1,3,1000,0.0,10.0,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0, 'reg_lambda': 10, 'subsample': 0.3}",-0.4359996319276924,-0.38503947077321926,-0.3423710555873885,-0.6581211181781383,-0.2631737964878094,-0.4169410145908496,0.1332319915846352,7246
